Rol,Caratulado,Fecha Sentencia,Materia,Submateria,Descriptores,Sala,Resultado Recurso,Tipo Recurso,Enlace Sentencia
Rol: 14276-2015,Caratulado: ENERGIA LATINA S.A. CON EMPRESA NACIONAL DE ELECTRICIDAD S.A. (EMESA),Fecha sentencia: 19-07-2016,Marcas,Acoge oposición,"Sana crítica, Confusión, Acoge oposición, Clase 39, Elementos distintivo, Engaño y error, Identidad fonética, Identidad gráfica, Instituto Nacional de Propiedad Industrial (INAPI), Irregistrabilidad, Marca mixta, Suficiente distintividad, Tribunal de Propiedad Industrial (TDPI)","Sala: SEGUNDA, PENAL",Resultado recurso: RECHAZA CASACION EN EL FONDO,Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?hnvi
Rol: 817-2016,"Caratulado: LOS PUEBLOS INDIGENAS UNIDOS DE LA CUENCA DE TARAPACA, QUEBRADA DE AROMA,COSCAYAY MIÑI MIÑI CON DIRECTOR EJECUTIVO DEL SERVICIO DE EVALUACION DE IMPACTO AMBIENTAL.",Fecha sentencia: 19-05-2016,Sistema de Evaluación de impacto ambiental (SEIA),Participación ciudadana/consulta indígena,"Consulta indígena, Corporación Nacional de Desarrollo Indígena (CONADI), Tribunal Ambiental, Comité de Ministros, Minería, Artículo 17 n°6 de la ley 20.600, Artículo 29 de la ley 19.300, Convenio 169 de la Organización Internacional del Trabajo (OIT) sobre pueblos indígenas y tribales en países independientes, Declaración de Impacto Ambiental (DIA), Director Ejecutivo del Servicio de Evaluación Ambiental (SEA), Organización comunitaria, Quebrada de Tarapacá, Reclamación de participación ciudadana en el SEIA, Susceptibilidad de afectación directa, Abastecimiento de agua, Aguas ancestrales, Camino Alto Casiri, Cultane, Festividades religiosas, Los Pueblos Indígenas Unidos de la Cuenca de Tarapacá, Quebrada de Aroma, Coscaya y Miñi Miñi, Paguanta, Prospección minera, Falta de fundamentos del recurso","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?fp7s
Rol: 11512-2015,Caratulado: BELTRAN BUENDIA Y OTROS CON COMISION DE EVALUACION AMBIENTAL LOS LAGOS Y DIRECTOR REGIONAL.,Fecha sentencia: 12-05-2016,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Nulidad sustancial, Recurso administrativo, Recurso de reposición, Consideraciones de hecho y de derecho, Potestad invalidatoria, Resolución de Calificación Ambiental (RCA), Invalidación de acto administrativo, Invalidación impropia, Proceso de calificación ambiental, Reclamación ante Tribunal Ambiental, Tercer Tribunal Ambiental, Comisión de Evaluación Ambiental de la Región de Los Lagos",Sala: SALA DE VERANO,Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?g66s
Rol: 26672-2015,Caratulado: ESPINOLA GONZALEZ MAURICIO JULIO CON SUPERINTENDENCIA DEL MEDIO AMBIENTE.,Fecha sentencia: 12-04-2016,Potestad sancionadora y fiscalizadora,Ingreso al sistema de evaluación de impacto ambiental (seia) establecido por superintendencia de medio ambiente (sma),"Acto administrativo, Principio de conservación, Procedimiento administrativo, Plan regulador comunal, Investidura regular, Sistema de Evaluación de Impacto Ambiental (SEIA), Incompetencia del funcionario, Ingreso al Sistema de Evaluación de Impacto Ambiental (SEIA), Reclamación en contra de una resolución de la SMA, Segundo Tribunal Ambiental, Normas decisorias, Superintendencia de medio ambiente (sma)",Sala: SALA DE VERANO,Resultado recurso: RECHAZA CASACION EN EL FONDO,Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?hy2w
Rol: 13317-2015,Caratulado: OBRASCON HUARTE LAIN S. A. AGENCIA EN CHILE CON SUPERINTENDENCIA DEL MEDIO AMBIENTE.,Fecha sentencia: 09-03-2016,Potestad sancionadora y fiscalizadora,Multa,"Denuncia, Medidas provisionales, Superintendencia del medio ambiente (sma), Valdivia, Antilhue, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Carácter accesorio de medidas provisionales, Dercho ambiental, Extracción mecanizada de áridos para mejoramiento de Ruta T-35, Isla Matamala, Obras con Huarte Lain S.A. OHL, Pretil, Reclamación en contra de una resolución de la SMA, Río Calle Calle, Sanción y fiscalización, Socavación hídrica, Tercer Tribunal Ambiental de Valdivia","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: ACOGIDA CASACIÓN FONDO, ANULADA SENTENCIA DE",Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?l8gq
Rol: 13317-2015,Caratulado: OBRASCON HUARTE LAIN S. A. AGENCIA EN CHILE CON SUPERINTENDENCIA DEL MEDIO AMBIENTE.,Fecha sentencia: 09-03-2016,Potestad sancionadora y fiscalizadora,Medidas provisionales,"Denuncia, Medidas provisionales, Superintendencia del medio ambiente (sma), Derecho ambiental, Valdivia, Antilhue, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Carácter accesorio de medidas provisionales, Extracción mecanizada de áridos para mejoramiento de Ruta T-35, Isla Matamala, Obras con Huarte Lain S.A. OHL, Pretil, Reclamación en contra de una resolución de la SMA, Río Calle Calle, Sanción y fiscalización, Socavación hídrica, Tercer Tribunal Ambiental de Valdivia","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?pyvj
Rol: 5838-2015,"Caratulado: EMPRESA NACIONAL DE ELECTRICIDAD, MARISOL ORTEGA ARAVENA Y OTRO CON SUPERINTENDENCIA DEL MEDIO AMBIENTE.",Fecha sentencia: 31-12-2015,Potestad sancionadora y fiscalizadora,Multa,"Multa, Non bis in ídem, Potestad discrecional, Resolución exenta, Sana crítica, Superintendencia del medio ambiente (sma), Empresa Nacional de Electricidad S.A. (ENDESA), Coronel, Derecho ambiental, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Competencia del Tribunal Ambiental, Complejo termoeléctrico Central Bocamina ubicado en Caleta Lo Rojas, Pescadores artesanales Luis Villablanca Rivas, Pescadores artesanales Marisol Ortega Aravena, Principio de sedentariedad, Reclamación en contra de una resolución de la SMA, Sanción y fiscalización, Tercer Tribunal Ambiental de Valdivia","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?dndv
Rol: 1631-2015,Caratulado: I.MUNICIPALIDAD DE SAN FABIAN DE ALICO CON DIRECCION REGIONAL SEA- REGION DEL BIO BIO.,Fecha sentencia: 07-10-2015,Reclamo de ilegalidad,Agotamiento vía administrativa,"Competencia absoluta, Incompetencia del tribunal, Reclamo de ilegalidad, Agotamiento de la vía administrativa, Sistema de Evaluación de Impacto Ambiental (SEIA), Agotamiento previo de la vía administrativa, Acción innominada, Derecho ambiental, Excepción de incompetencia, Artículo 17 n°5 de la ley 20.600, Artículo 20 de la ley 19.300, Artículo 25 quinquies de la ley 19.300, Reclamación revisión de RCA del titular o directamente afectado, Revisión de la Resolución de calificación ambiental (RCA), Acción atípica, Autoridad de cosa juzgada, Dirección Regional del Servicio de Evaluación Ambiental de la Región del Biobío, Embalse Punilla, Ilustre Municipalidad de San Fabián de Alico","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADA CASACIÓN EN LA FORMA,Tipo recurso: (CIVIL) CASACIÓN FORMA,https://juris.pjud.cl/busqueda/u?f5z9
Rol: 1119-2015,"Caratulado: FERBNANDO DOUGNAC RODRIGUEZ, DIEGO LILLO G., GABRIELA BURDILES P., RODRIGO PEREZ A. CON MARIA IGNACIA BENITEZ PEREIRA, MINISTERIO DEL MEDIO AMBIENTE.",Fecha sentencia: 30-09-2015,Normas primarias o secundarias de calidad ambiental y normas de emisión,Motivación,"Falta de motivación de la decisión impugnada, Interés legítimo, Legitimación activa, Consejo de Defensa del Estado (CDE), Norma de Calidad Ambiental, Derecho ambiental, Ilustre Municipalidad de Puchuncaví, Ilustre Municipalidad de Tocopilla, Artículo 17 n°1 de la ley 20.600, Artículo 50 de la ley 19.300, Grados de motivación exigida, Ilustre Municipalidad de Huasco, Material particulado respirable MP10, Norma de calidad primaria para material particulado respirable MP10, Reclamación en contra de una norma de calidad y/o emisión","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZA CASACION EN EL FONDO,Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?hy2x
Rol: 32368-2014,Caratulado: COMPAÑIA MINERA DEL PACIFICO S.A. CON DIRECTOR EJECUTIVO DEL SERVICIO DE EVALUCION AMBIENTAL.,Fecha sentencia: 20-08-2015,Sistema de Evaluación de impacto ambiental (SEIA),Resolución de calificación ambiental (rca),"Oportunidad, Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Derecho ambiental, Artículo 17 n°5 de la ley 20.600, Artículo 20 de la ley 19.300, Declaración de Impacto Ambiental (DIA), Director Ejecutivo del Servicio de Evaluación Ambiental (SEA), Facultades de la administración, Reclamación del titular en el SEIA, Acopio de concentrado de hierro, Aguas lluvias, Canales de desvío de aguas lluvias, Condición, Conveniencia, Exigencia, Legalidad de la decisión, Mérito de la decisión, Objeto de la condición, Pila de almacenamiento de hierro","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO,Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?hy20
Rol: 32368-2014,Caratulado: COMPAÑIA MINERA DEL PACIFICO S.A. CON DIRECTOR EJECUTIVO DEL SERVICIO DE EVALUCION AMBIENTAL.,Fecha sentencia: 20-08-2015,Sistema de Evaluación de impacto ambiental (SEIA),Resolución de calificación ambiental (rca),"Oportunidad, Principio preventivo, Vicio de ilegalidad, Falta de fundamentación, Calidad del agua, Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Secretaría Ministerial de Salud, Recursos hidrobiológicos, Derecho ambiental, Artículo 17 n°5 de la ley 20.600, Artículo 20 de la ley 19.300, Declaración de Impacto Ambiental (DIA), Director Ejecutivo del Servicio de Evaluación Ambiental (SEA), Facultades de la administración, Reclamación del titular en el SEIA, Riesgo para la salud, Acopio de concentrado de hierro, Aguas lluvias, Arrastre de mineral, Canales de desvío de aguas lluvias, Drenaje ácido, Efecto adverso significativo, Escurrimiento, Falta de ponderación, Impacto no evaluado, Legalidad de la decisión, Lixiviación del mineral, Medio marino, Mérito de la decisión, Mineral de hierro, Objeto de la condición, Pila de almacenamiento de hierro, Potestad revisora, Precipitación, Puerto Punta Totoralillo","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: ACOGIDA CASACIÓN FONDO, ANULADA SENTENCIA DE",Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?hhkv
Rol: 25931-2014,Caratulado: SOCIEDAD ELECTRICA SANTIAGO S.A CONTRA SUPERINTENDENCIA DEL MEDIO AMBIENTE.,Fecha sentencia: 04-06-2015,Potestad sancionadora y fiscalizadora,Multa,"Agravante, Atenuante, Intencionalidad, Revocación, Determinación de la sanción, Sociedad Eléctrica Santiago S.A., Derecho ambiental, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Beneficio económico del infractor, Calificación de infracción, Conducta anterior del infractor, Factores artículo 40, Norma de ruido, Probar afectación de la salud, Reclamación en contra de una resolución de la SMA, Sanción y fiscalización","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO,Tipo recurso: (CIVIL) CASACIÓN FORMA,https://juris.pjud.cl/busqueda/u?hy22
Rol: 25931-2014,Caratulado: SOCIEDAD ELECTRICA SANTIAGO S.A CONTRA SUPERINTENDENCIA DEL MEDIO AMBIENTE.,Fecha sentencia: 04-06-2015,Potestad sancionadora y fiscalizadora,Multa,"Extra petita, Principio de congruencia, Racional y justo procedimiento, Resolución exenta, Revocación, Ultra petita, Resolución de Calificación Ambiental (RCA), Sociedad Eléctrica Santiago S.A., Derecho ambiental, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Norma de ruido, Principios, Reclamación en contra de una resolución de la SMA, Sanción y fiscalización","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: ACOGIDA CASACIÓN FORMA, ANULADA SENTENCIA DE",Tipo recurso: (CIVIL) CASACIÓN FORMA,https://juris.pjud.cl/busqueda/u?e5mh
Rol: 23000-2014,Caratulado: MARILA ROSICLER CASTILLO PITRIPAN Y OTROS CONTRA DIRECTOR EJECUTIVO DEL SERVICIO DE EVALUACION AMBIENTAL.,Fecha sentencia: 22-04-2015,Aspectos procesales del recurso de protección,Legitimación,"Consulta indígena, Legitimación activa, Falta de legitimación activa, Comunidades indígenas, Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Agotamiento previo de la vía administrativa, Derecho ambiental, Artículo 17 n°5 de la ley 20.600, Artículo 17 n°6 de la ley 20.600, Artículo 20 de la ley 19.300, Declaración de Impacto Ambiental (DIA), Director Ejecutivo del Servicio de Evaluación Ambiental (SEA), Futrono, Incompentencia absoluta, Mapuches Huilliches, Observaciones ciudadanas, Participación ciudadana, Piscicultura, Reclamación del titular en el SEIA, Río Calcurrupe, Sector Caunahue, Sector Chollinco, Titular de la acción de la reclamación","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?hy24
Rol: 21993-2014,Caratulado: SOCIEDAD QUIMICA Y MINERA DE CHILE S.A. CON COMISION DE EVALUACION AMBIENTAL DE LA REGION DE TARAPACA**,Fecha sentencia: 06-04-2015,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Legitimación activa, Interés, Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Tribunal Ambiental, Calidad de interesado, Proyecto minero, Derecho ambiental, Artículo 17 n°8 de la ley 20.600, Interés de naturaleza ambiental, Reclamación en contra de la invalidación ambiental, Trazado de Agua Chinquiquiray","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?hy26
Rol: 11600-2014,Caratulado: RUBEN CRUZ PEREZ Y OTROS CONTRA SUPERINTENDENCIA DEL MEDIO AMBIENTE.,Fecha sentencia: 30-12-2014,Potestad sancionadora y fiscalizadora,Multa,"Denuncia, Ius puniendi, Legitimación activa, Potestad sancionatoria, Resolución exenta, Superintendencia del medio ambiente (sma), Derecho ambiental, Agricultores y regantes de la comuna de Alto del Carmen, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Compañía Minera Nevada SpA, Comunidades Indígenas Diaguitas, Junta de Vigilancia Rio Huasco y sus Afluentes, Modificación proyecto Pascua Lama, Reclamación en contra de una resolución de la SMA, Sanción y fiscalización, Segundo Tribunal Ambiental, Sociedad Agrícola Santa Mónica Limitada y Dos Hermanos, Tercero Coadyuvante","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: ANULA DE OFICIO CASACIÓN,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?whjr
Rol: 16706-2014,Caratulado: MONTOYA VILLARROEL CARLOS JAVIER CON SUPERINTENDENCIA DEL MEDIO AMBIENTE.,Fecha sentencia: 10-12-2014,Sistema de Evaluación de impacto ambiental (SEIA),Resolución de calificación ambiental (rca),"Principio de trascendencia, Vicio esencial, Superintendencia del medio ambiente (sma), Ministerio del Medio Ambiente (MMA), Ilustre Municipalidad de Valdivia, Consejo de Monumentos Nacionales (CMN), Derecho ambiental, Dirección de obras municipales, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Ingreso al Sistema de Evaluación de Impacto Ambiental (SEIA), Reclamación en contra de una resolución de la SMA, Sanción y fiscalización, Loteo Riberas de la Dehesa, Santuario de la Naturaleza Carlos Andwandter, Tres Bocas","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO,Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?ixk9
Rol: 16706-2014,Caratulado: MONTOYA VILLARROEL CARLOS JAVIER CON SUPERINTENDENCIA DEL MEDIO AMBIENTE.,Fecha sentencia: 10-12-2014,Sistema de Evaluación de impacto ambiental (SEIA),Resolución de calificación ambiental (rca),"Consejo de monumentos nacionales, Principio de trascendencia, Vicio esencial, Superintendencia del medio ambiente (sma), Ministerio del Medio Ambiente (MMA), Derecho ambiental, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Ingreso al Sistema de Evaluación de Impacto Ambiental (SEIA), Reclamación en contra de una resolución de la SMA, Sanción y fiscalización, Loteo Riberas de la Dehesa, Santuario de la Naturaleza Carlos Andwandter, Tres Bocas","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: ACOGIDA CASACIÓN FONDO, ANULADA SENTENCIA DE",Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?q84b
Rol: 14782-2014,"Caratulado: INVERSIONES AGROPECUARIAS Y MINERAS CERRO BLANCO LIMITADA, PORKLAND CHILE S.A. CON DIRECTOR EJECUTIVO DE EVALUACION AMBIENTAL.",Fecha sentencia: 14-08-2014,Potestad sancionadora y fiscalizadora,Multa,"Competencia, Contienda de competencia, Multa, Reclamo de ilegalidad, Resolución de Calificación Ambiental (RCA), Derecho ambiental, Comisión Regional del Medio Ambiente de la Región Metropolitana, Artículo 60 de la ley 19.300 previa modificación ley 20.417, Artículo 64 de la ley 19.300 previa modificación ley 20.417, Director de Evaluación Ambiental, Granja de Cerdos Porkland, Inversiones Agropecuarias y Mineras Cerro Blanco, Reclamación en contra de una sanción COREMA/CONAMA, Sanción y fiscalización, Segundo Tribunal Ambiental","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: DIRIMIDA CONTIENDA COMPETENCIA, REMÍTANSE AUTOS AL",Tipo recurso: (CIVIL) CONTIENDA DE COMPETENCIA,https://juris.pjud.cl/busqueda/u?m9h5
Rol: 7451-2013,Caratulado: REISS GREENWOOD SERGIO ISIDORO CON DIRECCION EJECUTIVA DEL SERVICIO DE EVALUACION AMBIENTAL.,Fecha sentencia: 26-06-2014,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Buena fe, Indefensión, Falta de fundamentación, Sistema de Evaluación de Impacto Ambiental (SEIA), Tribunal Ambiental, Derecho ambiental, Artículo 17 n°8 de la ley 20.600, Razonamientos incompatibles, Reclamación en contra de la invalidación ambiental, Situación jurídica consolidada","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: ACOGIDA CASACIÓN FORMA, ANULADA SENTENCIA DE",Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?kwry
